customer_id,city,address,latitude,longitude
CUST03917,Solo,Gg. Pasteur No. 09,-7.553008,110.855212
CUST03918,Surabaya,Gang Rajawali Timur No. 1,-7.249477,112.749661
CUST03919,Solo,Jalan Ahmad Yani No. 47,-7.533344,110.800549
CUST03920,Jakarta,Gang Sukajadi No. 9,-6.15985,106.887297
CUST03921,Bekasi,Gg. Surapati No. 90,-6.225859,106.996043
CUST03922,Semarang,Gang Ronggowarsito No. 013,-6.988296,110.456429
CUST03923,Surabaya,Jalan Gardujati No. 358,-7.284816,112.753848
CUST03924,Depok,Gg. Asia Afrika No. 98,-6.382637,106.773984
CUST03925,Jember,Gang Antapani Lama No. 219,-8.190192,113.722404
CUST03926,Malang,Gang Otto Iskandardinata No. 211,-8.008501,112.609855
CUST03927,Surabaya,Gg. Kiaracondong No. 676,-7.278676,112.788064
CUST03928,Solo,Jl. Dipenogoro No. 97,-7.601277,110.787259
CUST03929,Jakarta,Gang Pacuan Kuda No. 875,-6.240186,106.857579
CUST03930,Malang,Jalan Rajawali Barat No. 37,-7.986953,112.649012
CUST03931,Bogor,Gg. Medokan Ayu No. 0,-6.601223,106.790549
CUST03932,Bandung,Gg. Lembong No. 95,-6.940762,107.607745
CUST03933,Solo,Jl. Jakarta No. 920,-7.586714,110.871959
CUST03934,Jakarta,Gang Pasir Koja No. 47,-6.189146,106.850464
CUST03935,Bogor,Gg. Jend. A. Yani No. 99,-6.637762,106.798698
CUST03936,Surabaya,Gg. W.R. Supratman No. 9,-7.248615,112.707696
CUST03937,Bekasi,Gg. Wonoayu No. 89,-6.207131,106.981266
CUST03938,Solo,Jl. Kutai No. 96,-7.569694,110.848869
CUST03939,Bandung,Jl. Ahmad Yani No. 08,-6.91127,107.606593
CUST03940,Yogyakarta,Jl. Gegerkalong Hilir No. 79,-7.812077,110.380064
CUST03941,Bogor,Jalan Cihampelas No. 684,-6.549626,106.853289
CUST03942,Semarang,Jalan Lembong No. 3,-7.00559,110.427297
CUST03943,Jakarta,Gg. Kutai No. 11,-6.189745,106.887317
CUST03944,Bandung,Gg. Pelajar Pejuang No. 81,-6.876728,107.636688
CUST03945,Jember,Jl. Peta No. 56,-8.139821,113.657953
CUST03946,Semarang,Gang Sentot Alibasa No. 30,-6.925374,110.405803
CUST03947,Depok,Jl. Lembong No. 614,-6.451577,106.768432
CUST03948,Yogyakarta,Gg. Rungkut Industri No. 6,-7.829416,110.346299
CUST03949,Yogyakarta,Gg. Stasiun Wonokromo No. 3,-7.83031,110.363465
CUST03950,Jember,Gang Medokan Ayu No. 1,-8.174031,113.657947
CUST03951,Surabaya,Jl. K.H. Wahid Hasyim No. 1,-7.306552,112.77954
CUST03952,Jakarta,Jalan Kiaracondong No. 6,-6.256846,106.834251
CUST03953,Surabaya,Jalan Waringin No. 609,-7.2985,112.727581
CUST03954,Jakarta,Gang Dipenogoro No. 476,-6.184846,106.877597
CUST03955,Solo,Jalan Siliwangi No. 4,-7.581346,110.824728
CUST03956,Bekasi,Gang Antapani Lama No. 94,-6.219244,106.943876
CUST03957,Bandung,Jl. Astana Anyar No. 505,-6.87763,107.610615
CUST03958,Tangerang,Jl. Raya Setiabudhi No. 87,-6.141265,106.63311
CUST03959,Malang,Jl. Antapani Lama No. 74,-7.91769,112.602272
CUST03960,Depok,Gg. Raya Setiabudhi No. 02,-6.359608,106.839107
CUST03961,Bandung,Jalan Stasiun Wonokromo No. 88,-6.892277,107.611911
CUST03962,Semarang,Jl. Ir. H. Djuanda No. 346,-6.979505,110.446465
CUST03963,Solo,Jl. Pasirkoja No. 9,-7.551748,110.79582
CUST03964,Jember,Gang Pelajar Pejuang No. 1,-8.144174,113.703286
CUST03965,Semarang,Gg. Dr. Djunjunan No. 414,-6.953855,110.413609
CUST03966,Surabaya,Jalan Jend. Sudirman No. 490,-7.27914,112.734686
CUST03967,Surabaya,Gang Indragiri No. 172,-7.279058,112.717686
CUST03968,Malang,Gg. Rungkut Industri No. 769,-7.988501,112.65548
CUST03969,Semarang,Jalan Ahmad Dahlan No. 36,-7.012571,110.437521
CUST03970,Bandung,Gg. Cikutra Barat No. 04,-6.884194,107.66428
CUST03971,Yogyakarta,Jl. Suryakencana No. 2,-7.775109,110.414523
CUST03972,Jakarta,Gang Medokan Ayu No. 330,-6.179161,106.843042
CUST03973,Yogyakarta,Gg. Kutisari Selatan No. 9,-7.765429,110.360007
CUST03974,Kediri,Jl. Cikutra Barat No. 7,-7.871671,112.037788
CUST03975,Malang,Gang Raya Ujungberung No. 995,-7.951891,112.630884
CUST03976,Bandung,Gg. Tebet Barat Dalam No. 68,-6.899327,107.574723
CUST03977,Semarang,Jl. Gardujati No. 2,-6.92076,110.432262
CUST03978,Surabaya,Gg. PHH. Mustofa No. 567,-7.243901,112.780861
CUST03979,Semarang,Gg. Setiabudhi No. 0,-6.952991,110.421666
CUST03980,Bandung,Jl. Kutisari Selatan No. 7,-6.941486,107.614067
CUST03981,Surabaya,Gang Otto Iskandardinata No. 27,-7.215632,112.711121
CUST03982,Semarang,Gg. Setiabudhi No. 8,-6.98558,110.433432
CUST03983,Malang,Gg. W.R. Supratman No. 478,-7.970404,112.644956
CUST03984,Jakarta,Jalan Ciwastra No. 578,-6.241218,106.852373
CUST03985,Kediri,Jalan Sentot Alibasa No. 30,-7.891716,111.980488
CUST03986,Depok,Jalan Yos Sudarso No. 22,-6.418008,106.806579
CUST03987,Depok,Gang BKR No. 2,-6.450908,106.76519
CUST03988,Surabaya,Jl. Peta No. 3,-7.24702,112.706678
CUST03989,Bandung,Gg. Sadang Serang No. 87,-6.960589,107.62741
CUST03990,Bandung,Jl. Otto Iskandardinata No. 956,-6.88291,107.573844
CUST03991,Bandung,Gg. Waringin No. 55,-6.868928,107.573251
CUST03992,Bogor,Jl. Kutisari Selatan No. 9,-6.615553,106.804822
CUST03993,Bandung,Jl. Raya Ujungberung No. 15,-6.943478,107.613402
CUST03994,Semarang,Jalan BKR No. 896,-7.002367,110.436103
CUST03995,Bekasi,Gang Setiabudhi No. 18,-6.257143,106.983854
CUST03996,Malang,Jalan Rajawali Timur No. 57,-7.979778,112.649258
CUST03997,Semarang,Gg. K.H. Wahid Hasyim No. 600,-6.991198,110.368305
CUST03998,Yogyakarta,Jl. Siliwangi No. 6,-7.82386,110.393859
CUST03999,Bandung,Gg. Tubagus Ismail No. 92,-6.876863,107.576075
CUST04000,Bandung,Gang Rajawali Barat No. 4,-6.938684,107.664689
CUST04001,Jakarta,Gg. Yos Sudarso No. 202,-6.168689,106.821983
CUST04002,Serang,Gg. Pasteur No. 995,-6.088995,106.167787
CUST04003,Surabaya,Jl. Lembong No. 00,-7.274041,112.743896
CUST04004,Tangerang,Gg. Ciumbuleuit No. 85,-6.160074,106.673653
CUST04005,Tangerang,Jl. Ahmad Yani No. 4,-6.204128,106.628145
CUST04006,Jember,Gg. HOS. Cokroaminoto No. 10,-8.179083,113.716358
CUST04007,Tangerang,Gang Kiaracondong No. 9,-6.190623,106.67129
CUST04008,Jakarta,Jalan Jayawijaya No. 726,-6.179493,106.888285
CUST04009,Bandung,Jalan Dr. Djunjunan No. 99,-6.88887,107.616533
CUST04010,Solo,Gang Rajawali Barat No. 681,-7.573851,110.828372
CUST04011,Jember,Jl. Cempaka No. 995,-8.151474,113.738686
CUST04012,Semarang,Jalan Raya Ujungberung No. 1,-6.941512,110.400479
CUST04013,Tangerang,Jl. Sukabumi No. 142,-6.163342,106.612494
CUST04014,Semarang,Gang Rawamangun No. 2,-6.98074,110.369046
CUST04015,Jakarta,Jl. Ahmad Yani No. 57,-6.235427,106.813784
CUST04016,Semarang,Gang Jamika No. 05,-7.003677,110.465821
CUST04017,Tangerang,Jalan Sukabumi No. 42,-6.150985,106.634024
CUST04018,Kediri,Jalan Cempaka No. 4,-7.809681,111.997654
CUST04019,Surabaya,Gg. S. Parman No. 298,-7.230607,112.732928
CUST04020,Jember,Jl. Kutai No. 0,-8.204922,113.656832
CUST04021,Jakarta,Gang Waringin No. 173,-6.160765,106.851327
CUST04022,Malang,Jalan Lembong No. 83,-7.982421,112.601271
CUST04023,Serang,Gang R.E Martadinata No. 721,-6.132563,106.178879
CUST04024,Bandung,Gg. Astana Anyar No. 234,-6.894989,107.655285
CUST04025,Jakarta,Gg. Ahmad Yani No. 30,-6.183615,106.819553
CUST04026,Tangerang,Jalan Dipatiukur No. 24,-6.130239,106.659874
CUST04027,Solo,Gang Erlangga No. 0,-7.602312,110.816191
CUST04028,Solo,Jl. M.T Haryono No. 99,-7.599234,110.847165
CUST04029,Jakarta,Jalan Merdeka No. 905,-6.19889,106.809684
CUST04030,Solo,Gang Kapten Muslihat No. 557,-7.532868,110.780026
CUST04031,Surabaya,Gang Kapten Muslihat No. 1,-7.257419,112.771844
CUST04032,Solo,Gg. Merdeka No. 8,-7.61886,110.805266
CUST04033,Serang,Jalan Rajawali Barat No. 93,-6.147744,106.108496
CUST04034,Bandung,Jl. Cikutra Barat No. 401,-6.884067,107.574085
CUST04035,Solo,Gg. M.H Thamrin No. 04,-7.562614,110.807479
CUST04036,Surabaya,Gang Pasteur No. 565,-7.276043,112.73684
CUST04037,Depok,Jalan Veteran No. 459,-6.396456,106.753644
CUST04038,Malang,Gg. W.R. Supratman No. 38,-7.956201,112.674205
CUST04039,Yogyakarta,Gg. Kapten Muslihat No. 465,-7.782342,110.321128
CUST04040,Surabaya,Jl. K.H. Wahid Hasyim No. 093,-7.249206,112.757495
CUST04041,Jakarta,Gg. KH Amin Jasuta No. 050,-6.200511,106.846919
CUST04042,Semarang,Jalan W.R. Supratman No. 4,-6.968134,110.401451
CUST04043,Yogyakarta,Jalan PHH. Mustofa No. 1,-7.782793,110.350431
CUST04044,Semarang,Gg. Pasteur No. 0,-6.968314,110.417105
CUST04045,Depok,Jl. Rungkut Industri No. 2,-6.445618,106.771243
CUST04046,Semarang,Jl. Dipenogoro No. 16,-6.989141,110.388379
CUST04047,Bogor,Gang M.H Thamrin No. 344,-6.634299,106.786312
CUST04048,Surabaya,Gang Stasiun Wonokromo No. 06,-7.21204,112.761515
CUST04049,Bandung,Gg. Pelajar Pejuang No. 08,-6.870021,107.640561
CUST04050,Tangerang,Gg. Jamika No. 62,-6.217539,106.588081
CUST04051,Solo,Gang Kapten Muslihat No. 405,-7.618005,110.809319
CUST04052,Semarang,Gang BKR No. 6,-6.982068,110.368445
CUST04053,Jember,Jalan H.J Maemunah No. 0,-8.171033,113.742939
CUST04054,Jember,Gg. Kapten Muslihat No. 00,-8.145922,113.696389
CUST04055,Cirebon,Jl. Stasiun Wonokromo No. 2,-6.750315,108.57451
CUST04056,Jakarta,Jalan Cikutra Barat No. 4,-6.223482,106.89124
CUST04057,Jakarta,Gang Sadang Serang No. 68,-6.244622,106.818876
CUST04058,Depok,Gang H.J Maemunah No. 054,-6.410313,106.807177
CUST04059,Surabaya,Jalan Kutisari Selatan No. 9,-7.29687,112.792786
CUST04060,Semarang,Jalan Abdul Muis No. 7,-6.960311,110.433629
CUST04061,Solo,Gg. PHH. Mustofa No. 494,-7.584267,110.842219
CUST04062,Cirebon,Jalan Jend. Sudirman No. 5,-6.767016,108.527082
CUST04063,Bekasi,Jl. Pasir Koja No. 91,-6.188303,106.98221
CUST04064,Jakarta,Gang M.H Thamrin No. 8,-6.204575,106.802045
CUST04065,Surabaya,Gang Ahmad Yani No. 08,-7.305775,112.785802
CUST04066,Semarang,Gang Tebet Barat Dalam No. 14,-6.929658,110.45614
CUST04067,Jakarta,Jalan Rajawali Timur No. 98,-6.225414,106.853163
CUST04068,Yogyakarta,Gg. Cihampelas No. 3,-7.805761,110.321545
CUST04069,Yogyakarta,Jalan Asia Afrika No. 035,-7.834388,110.405198
CUST04070,Cirebon,Gang Antapani Lama No. 289,-6.774597,108.590533
CUST04071,Malang,Gang Jend. A. Yani No. 181,-7.951549,112.607356
CUST04072,Depok,Gg. Rumah Sakit No. 53,-6.438185,106.779807
CUST04073,Depok,Gang W.R. Supratman No. 290,-6.414807,106.791688
CUST04074,Semarang,Gg. Ciumbuleuit No. 91,-6.951864,110.440885
CUST04075,Cirebon,Jalan Pasir Koja No. 0,-6.743429,108.594496
CUST04076,Bandung,Jl. Cihampelas No. 8,-6.93888,107.655405
CUST04077,Malang,Gang Rungkut Industri No. 513,-8.013413,112.641845
CUST04078,Kediri,Jalan Rungkut Industri No. 36,-7.837442,112.061866
CUST04079,Bekasi,Gg. Stasiun Wonokromo No. 281,-6.228177,106.972996
CUST04080,Depok,Jl. Cikutra Timur No. 2,-6.366115,106.813131
CUST04081,Semarang,Jalan Siliwangi No. 65,-6.956902,110.397589
CUST04082,Serang,Jl. Jayawijaya No. 23,-6.142263,106.197954
CUST04083,Surabaya,Gg. Pasir Koja No. 6,-7.224301,112.715235
CUST04084,Cirebon,Gg. Dr. Djunjunan No. 750,-6.748131,108.57947
CUST04085,Bandung,Jalan M.H Thamrin No. 728,-6.895111,107.585425
CUST04086,Semarang,Gang Ahmad Dahlan No. 87,-6.954693,110.390961
CUST04087,Bandung,Gang Gedebage Selatan No. 32,-6.94894,107.658859
CUST04088,Semarang,Jl. Antapani Lama No. 50,-7.006841,110.457325
CUST04089,Semarang,Gg. Waringin No. 7,-6.966897,110.410806
CUST04090,Yogyakarta,Gg. Jend. A. Yani No. 868,-7.751296,110.338474
CUST04091,Jakarta,Jalan Ciumbuleuit No. 17,-6.161976,106.807925
CUST04092,Malang,Gang Cikapayang No. 244,-7.956421,112.593375
CUST04093,Jakarta,Gang Pasirkoja No. 528,-6.181758,106.836353
CUST04094,Surabaya,Jl. Yos Sudarso No. 7,-7.293413,112.778044
CUST04095,Jakarta,Gg. Laswi No. 84,-6.173323,106.856962
CUST04096,Yogyakarta,Gg. Abdul Muis No. 56,-7.766956,110.332499
CUST04097,Bogor,Jl. Rajawali Barat No. 009,-6.583988,106.844637
CUST04098,Yogyakarta,Jl. Cihampelas No. 852,-7.775991,110.365224
CUST04099,Bogor,Gang Cikapayang No. 349,-6.605616,106.862688
CUST04100,Bandung,Gg. Asia Afrika No. 67,-6.960609,107.636722
CUST04101,Tangerang,Gang Rajawali Barat No. 83,-6.13614,106.639261
CUST04102,Serang,Gg. Medokan Ayu No. 74,-6.16316,106.166912
CUST04103,Semarang,Jl. Ciumbuleuit No. 5,-6.967656,110.45709
CUST04104,Bandung,Jl. Jend. A. Yani No. 02,-6.963168,107.608504
CUST04105,Yogyakarta,Gg. Sukajadi No. 6,-7.839798,110.41501
CUST04106,Jakarta,Gang Jamika No. 5,-6.17097,106.822724
CUST04107,Solo,Jalan Gedebage Selatan No. 489,-7.531837,110.801446
CUST04108,Surabaya,Jalan Kiaracondong No. 57,-7.240892,112.766833
CUST04109,Tangerang,Gang Kendalsari No. 527,-6.134017,106.629758
CUST04110,Solo,Jl. Kendalsari No. 21,-7.579284,110.869901
CUST04111,Depok,Gg. Gegerkalong Hilir No. 80,-6.451937,106.785222
CUST04112,Surabaya,Jl. Ahmad Yani No. 95,-7.225234,112.70536
CUST04113,Solo,Gg. Raya Ujungberung No. 07,-7.607401,110.805976
CUST04114,Bogor,Gang Stasiun Wonokromo No. 52,-6.624376,106.824458
CUST04115,Solo,Gg. Sukajadi No. 744,-7.56746,110.82906
CUST04116,Bandung,Jl. Cihampelas No. 680,-6.917835,107.594354
CUST04117,Surabaya,Jalan HOS. Cokroaminoto No. 323,-7.227192,112.711235
CUST04118,Kediri,Jl. Tebet Barat Dalam No. 242,-7.823519,111.990697
CUST04119,Semarang,Gang M.T Haryono No. 319,-6.971726,110.419972
CUST04120,Bandung,Gg. Pacuan Kuda No. 0,-6.957904,107.604124
CUST04121,Jakarta,Gg. Pasteur No. 078,-6.252582,106.822636
CUST04122,Bandung,Jalan Ciwastra No. 500,-6.923957,107.655529
CUST04123,Surabaya,Jl. Rungkut Industri No. 578,-7.245822,112.734954
CUST04124,Bandung,Jalan Ciwastra No. 959,-6.925001,107.584258
CUST04125,Bekasi,Gang Kutai No. 670,-6.223529,106.970422
CUST04126,Solo,Jl. Waringin No. 626,-7.543247,110.781953
CUST04127,Bogor,Jl. Gedebage Selatan No. 7,-6.568257,106.810342
CUST04128,Bogor,Jl. Kiaracondong No. 525,-6.567012,106.851927
CUST04129,Malang,Jalan Rungkut Industri No. 15,-7.916997,112.614433
CUST04130,Bekasi,Jalan W.R. Supratman No. 08,-6.255279,107.006086
CUST04131,Jember,Gang Asia Afrika No. 11,-8.185343,113.651166
CUST04132,Bandung,Jl. Veteran No. 755,-6.933008,107.614946
CUST04133,Semarang,Gang KH Amin Jasuta No. 77,-6.993094,110.390379
CUST04134,Serang,Gang Sadang Serang No. 04,-6.11718,106.141811
CUST04135,Bandung,Gg. Moch. Toha No. 24,-6.924618,107.6597
CUST04136,Depok,Gg. Suryakencana No. 11,-6.431772,106.787948
CUST04137,Semarang,Jl. Pasir Koja No. 63,-6.966602,110.436711
CUST04138,Bandung,Jalan Rawamangun No. 38,-6.871715,107.598022
CUST04139,Depok,Gg. Ahmad Yani No. 1,-6.426443,106.83478
CUST04140,Kediri,Gg. Waringin No. 651,-7.853604,112.028291
CUST04141,Solo,Gg. Ir. H. Djuanda No. 00,-7.543922,110.779893
CUST04142,Depok,Gang Pacuan Kuda No. 357,-6.413054,106.764862
CUST04143,Jakarta,Jalan Moch. Ramdan No. 7,-6.192922,106.878169
CUST04144,Semarang,Gang Suniaraja No. 96,-6.936322,110.424996
CUST04145,Solo,Gang Veteran No. 30,-7.621571,110.85035
CUST04146,Malang,Jalan Raya Ujungberung No. 465,-7.988833,112.608059
CUST04147,Surabaya,Jl. Gardujati No. 70,-7.24003,112.769671
CUST04148,Bogor,Gang Surapati No. 0,-6.628627,106.767998
CUST04149,Bandung,Gang Raya Ujungberung No. 13,-6.963219,107.603122
CUST04150,Surabaya,Gg. Surapati No. 29,-7.278731,112.772508
CUST04151,Jakarta,Jl. Kapten Muslihat No. 079,-6.192895,106.820708
CUST04152,Jakarta,Jalan Joyoboyo No. 5,-6.195431,106.84158
CUST04153,Cirebon,Gang Ciwastra No. 204,-6.6936,108.529452
CUST04154,Bekasi,Jalan Ahmad Dahlan No. 938,-6.268722,106.983563
CUST04155,Solo,Gang Jend. Sudirman No. 58,-7.545015,110.818956
CUST04156,Jakarta,Jalan Cikutra Timur No. 659,-6.201449,106.888811
CUST04157,Jakarta,Jl. Dr. Djunjunan No. 3,-6.183181,106.809553
CUST04158,Bogor,Jl. BKR No. 12,-6.617397,106.860556
CUST04159,Depok,Gg. Rungkut Industri No. 66,-6.401051,106.813058
CUST04160,Kediri,Gang Waringin No. 6,-7.831527,112.026885
CUST04161,Bogor,Gg. Suniaraja No. 16,-6.56986,106.799765
CUST04162,Bandung,Gang Sentot Alibasa No. 690,-6.897614,107.583698
CUST04163,Solo,Jl. KH Amin Jasuta No. 0,-7.538787,110.844436
CUST04164,Yogyakarta,Jl. Veteran No. 8,-7.749009,110.368795
CUST04165,Solo,Gang Lembong No. 00,-7.598118,110.849805
CUST04166,Bogor,Gg. Pasir Koja No. 342,-6.546348,106.818919
CUST04167,Semarang,Gg. Dipatiukur No. 503,-6.963616,110.398754
CUST04168,Surabaya,Jl. Moch. Ramdan No. 17,-7.25408,112.749993
CUST04169,Depok,Gg. Siliwangi No. 0,-6.376836,106.803695
CUST04170,Tangerang,Jl. Lembong No. 435,-6.170331,106.58709
CUST04171,Bogor,Gang Yos Sudarso No. 09,-6.548185,106.794306
CUST04172,Surabaya,Jalan Yos Sudarso No. 77,-7.298077,112.740467
CUST04173,Serang,Gg. M.H Thamrin No. 0,-6.072963,106.105374
CUST04174,Semarang,Gg. Abdul Muis No. 13,-6.969546,110.45322
CUST04175,Surabaya,Gg. Jamika No. 661,-7.21149,112.729414
CUST04176,Semarang,Jl. Cempaka No. 9,-6.991987,110.398348
CUST04177,Bekasi,Gg. Pasteur No. 167,-6.250242,107.024218
CUST04178,Solo,Jalan Asia Afrika No. 50,-7.533919,110.797107
CUST04179,Bogor,Jl. Sukabumi No. 265,-6.599606,106.81851
CUST04180,Cirebon,Jl. Cikutra Barat No. 6,-6.702175,108.570795
CUST04181,Surabaya,Gang Ahmad Dahlan No. 30,-7.212587,112.779578
CUST04182,Surabaya,Jalan Asia Afrika No. 303,-7.25802,112.736992
CUST04183,Jember,Gg. KH Amin Jasuta No. 63,-8.138938,113.713444
CUST04184,Jakarta,Gang Otto Iskandardinata No. 41,-6.205318,106.878801
CUST04185,Surabaya,Gang Yos Sudarso No. 5,-7.223032,112.787532
CUST04186,Depok,Gg. Pasteur No. 70,-6.413926,106.768343
CUST04187,Semarang,Gg. Jend. A. Yani No. 87,-6.924746,110.457433
CUST04188,Bandung,Gang Stasiun Wonokromo No. 25,-6.933571,107.591422
CUST04189,Serang,Jl. Cikapayang No. 508,-6.090488,106.146295
CUST04190,Surabaya,Jalan Waringin No. 3,-7.26745,112.752338
CUST04191,Solo,Jl. Ciumbuleuit No. 92,-7.562862,110.787981
CUST04192,Solo,Jalan Sukabumi No. 765,-7.527805,110.78914
CUST04193,Semarang,Gg. Cihampelas No. 2,-7.003433,110.377175
CUST04194,Bandung,Jalan Raya Ujungberung No. 5,-6.877148,107.630647
CUST04195,Cirebon,Gg. Kendalsari No. 7,-6.729406,108.568323
CUST04196,Bandung,Jl. Jayawijaya No. 724,-6.871131,107.644527
CUST04197,Jakarta,Jl. Wonoayu No. 626,-6.231911,106.890604
CUST04198,Jakarta,Gang Medokan Ayu No. 828,-6.216696,106.801032
CUST04199,Semarang,Gg. Stasiun Wonokromo No. 6,-7.006091,110.410449
CUST04200,Bogor,Gang Monginsidi No. 6,-6.644953,106.779168
CUST04201,Jakarta,Jl. K.H. Wahid Hasyim No. 995,-6.234686,106.808895
CUST04202,Bandung,Gang Cikutra Barat No. 40,-6.942553,107.628958
CUST04203,Cirebon,Jl. Kiaracondong No. 7,-6.731602,108.51636
CUST04204,Semarang,Gg. Cikutra Barat No. 84,-6.946718,110.443928
CUST04205,Semarang,Gg. Surapati No. 98,-6.989713,110.429623
CUST04206,Cirebon,Gang Suniaraja No. 85,-6.692543,108.527003
CUST04207,Solo,Jalan Cempaka No. 517,-7.610973,110.790064
CUST04208,Semarang,Gang Raya Setiabudhi No. 3,-6.987943,110.44696
CUST04209,Malang,Jalan Sukajadi No. 9,-7.947267,112.675043
CUST04210,Jakarta,Gang Cikapayang No. 6,-6.257286,106.861469
CUST04211,Bandung,Jalan Jend. Sudirman No. 035,-6.91664,107.57994
CUST04212,Yogyakarta,Jalan Monginsidi No. 0,-7.790212,110.324701
CUST04213,Semarang,Gang K.H. Wahid Hasyim No. 5,-6.95676,110.444198
CUST04214,Bandung,Gg. Dipatiukur No. 127,-6.938992,107.571422
CUST04215,Surabaya,Gang Ahmad Dahlan No. 94,-7.263321,112.796898
CUST04216,Kediri,Gg. S. Parman No. 664,-7.83938,112.037725
CUST04217,Solo,Jl. Ahmad Yani No. 5,-7.591418,110.779094
CUST04218,Malang,Jalan Bangka Raya No. 2,-7.924755,112.682494
CUST04219,Bandung,Gang Gedebage Selatan No. 6,-6.881842,107.63701
CUST04220,Malang,Jalan Kapten Muslihat No. 797,-7.936988,112.660403
CUST04221,Bandung,Gang Raya Ujungberung No. 0,-6.959662,107.598078
CUST04222,Cirebon,Jl. Veteran No. 34,-6.732001,108.512692
CUST04223,Bekasi,Jalan Kutai No. 53,-6.276522,107.018524
CUST04224,Depok,Jl. Sukajadi No. 1,-6.370953,106.810594
CUST04225,Jakarta,Jalan Indragiri No. 12,-6.250753,106.831516
CUST04226,Bandung,Gang Rawamangun No. 683,-6.892923,107.649905
CUST04227,Bandung,Jl. Surapati No. 88,-6.941847,107.632751
CUST04228,Yogyakarta,Jl. Cihampelas No. 540,-7.841331,110.411757
CUST04229,Bandung,Gang Abdul Muis No. 216,-6.876216,107.604636
CUST04230,Bandung,Jl. Sukabumi No. 489,-6.908243,107.657531
CUST04231,Surabaya,Gg. Pasirkoja No. 30,-7.209844,112.757933
CUST04232,Surabaya,Jl. Bangka Raya No. 531,-7.212027,112.780976
CUST04233,Jakarta,Jl. BKR No. 1,-6.253873,106.866671
CUST04234,Bandung,Gang Jamika No. 964,-6.882215,107.633773
CUST04235,Malang,Jl. Cikapayang No. 2,-7.971015,112.646512
CUST04236,Surabaya,Jl. Jakarta No. 07,-7.236184,112.715502
CUST04237,Yogyakarta,Gg. K.H. Wahid Hasyim No. 92,-7.74909,110.397632
CUST04238,Kediri,Jl. Gardujati No. 3,-7.87886,111.984916
CUST04239,Tangerang,Jl. K.H. Wahid Hasyim No. 4,-6.171328,106.664155
CUST04240,Jakarta,Gg. Lembong No. 8,-6.197879,106.837778
CUST04241,Bekasi,Jalan Ronggowarsito No. 847,-6.241146,106.940847
CUST04242,Solo,Gang Joyoboyo No. 6,-7.56776,110.775589
CUST04243,Jember,Jalan K.H. Wahid Hasyim No. 4,-8.167013,113.699552
CUST04244,Tangerang,Jalan Tubagus Ismail No. 6,-6.207915,106.679964
CUST04245,Tangerang,Gang PHH. Mustofa No. 9,-6.169385,106.591632
CUST04246,Solo,Gang Sadang Serang No. 699,-7.532441,110.792943
CUST04247,Malang,Gg. Pelajar Pejuang No. 54,-7.992105,112.611388
CUST04248,Bekasi,Jalan Soekarno Hatta No. 8,-6.224825,107.024346
CUST04249,Solo,Jalan Gardujati No. 077,-7.54031,110.867366
CUST04250,Bogor,Jl. Moch. Toha No. 167,-6.57512,106.83049
CUST04251,Jakarta,Jalan Stasiun Wonokromo No. 3,-6.190705,106.847997
CUST04252,Malang,Jalan Gedebage Selatan No. 2,-7.966337,112.665742
CUST04253,Surabaya,Gang Raya Ujungberung No. 55,-7.231655,112.738164
CUST04254,Solo,Jl. Moch. Ramdan No. 9,-7.574815,110.806267
CUST04255,Bogor,Gg. Cihampelas No. 19,-6.575735,106.825017
CUST04256,Jember,Gang Pacuan Kuda No. 578,-8.139873,113.66872
CUST04257,Jakarta,Gg. Pasir Koja No. 6,-6.242951,106.832759
CUST04258,Surabaya,Jl. Medokan Ayu No. 46,-7.264402,112.730416
CUST04259,Solo,Jalan PHH. Mustofa No. 0,-7.533813,110.775029
CUST04260,Surabaya,Jalan Surapati No. 72,-7.25279,112.797346
CUST04261,Solo,Jl. Peta No. 6,-7.550321,110.829134
CUST04262,Jember,Jalan Kendalsari No. 32,-8.209552,113.694973
CUST04263,Surabaya,Gang Ir. H. Djuanda No. 046,-7.295,112.712517
CUST04264,Surabaya,Gg. Indragiri No. 6,-7.208982,112.7188
CUST04265,Malang,Jl. Setiabudhi No. 5,-7.934954,112.654148
CUST04266,Solo,Gang Rajawali Barat No. 23,-7.612645,110.796457
CUST04267,Bandung,Gg. Ahmad Yani No. 30,-6.92446,107.58796
CUST04268,Surabaya,Gg. Jend. Sudirman No. 382,-7.228116,112.75571
CUST04269,Depok,Jl. Cikutra Barat No. 77,-6.435002,106.785006
CUST04270,Yogyakarta,Jl. Kutai No. 26,-7.839655,110.374547
CUST04271,Tangerang,Jalan Jakarta No. 05,-6.203215,106.622099
CUST04272,Solo,Jalan Dr. Djunjunan No. 3,-7.53674,110.823264
CUST04273,Malang,Jalan Lembong No. 14,-7.941887,112.596676
CUST04274,Depok,Gang Cihampelas No. 4,-6.446658,106.788015
CUST04275,Surabaya,Jalan Gedebage Selatan No. 721,-7.221383,112.711041
CUST04276,Surabaya,Gang S. Parman No. 5,-7.265621,112.799094
CUST04277,Surabaya,Jl. Soekarno Hatta No. 369,-7.225806,112.775752
CUST04278,Bandung,Gang Setiabudhi No. 48,-6.917181,107.617662
CUST04279,Depok,Jalan H.J Maemunah No. 0,-6.388671,106.755167
CUST04280,Serang,Jalan Pasirkoja No. 802,-6.166225,106.163038
